Title,redump_name,serial,MCPFile,EMUFile,PSPSerial,Language,Developer,Genre,Publisher,Release_Date,Region,uuid,Filename
Cubix Robots for Everyone: Race 'n Robots,Cubix Robots for Everyone - Race 'n Robots (USA),SLUS-01422,SLUS-01422-1.mcd,SLUS-01422_1.mcd,SLUS01422,English,Blitz Games,Racing,The 3DO Company,11/9/2001,NTSC-U,2001-09-28-05-50-00-00,
Culdcept: Cepter's Guild Vol. 1,Culdcept - Cepter's Guild Vol. 1 (Japan),SLPM-80451,SLPM-80451-1.mcd,SLPM-80451_1.mcd,SLPM80451,Japanese,N/A,N/A,N/A,N/A,NTSC-J,1995-07-07-18-31-40-00,
Culdcept: Cepter's Guild Vol. 2,Culdcept - Cepter's Guild Vol. 2 (Japan),SLPM-80477,SLPM-80477-1.mcd,SLPM-80477_1.mcd,SLPM80477,Japanese,N/A,N/A,N/A,N/A,NTSC-J,1995-07-07-18-31-40-00,
Culdcept: Expansion,Culdcept - Expansion (Japan),SLPM-86223,SLPM-86223-1.mcd,SLPM-86223_1.mcd,SLPM86223,Japanese,Omiya Soft,Board / Card Battle,Media Factory,5/1/1999,NTSC-J,1999-03-16-00-00-00-00,
Culdcept: Expansion Plus,Culdcept - Expansion Plus (Japan),SLPM-86658,SLPM-86658-1.mcd,SLPM-86658_1.mcd,SLPM86658,Japanese,Omiya Soft,Board / Battle Card,Media Factory,11/30/2000,NTSC-J,0000-08-01-00-00-00-00,
Cu-On-Pa,Cu-On-Pa (Japan),SLPS-01026,SLPS-01026-1.mcd,SLPS-01026_1.mcd,SLPS01026,Japanese,T&E Soft,Puzzle,T&E Soft,10/9/1997,NTSC-J,1997-08-07-12-00-00-00,
Curiosity Kills the Cat? Koukishin wa Neko o Korosu ka,Curiosity Kills the Cat Koukishin wa Neko o Korosu ka (Japan),SLPS-01711,SLPS-01711-1.mcd,SLPS-01711_1.mcd,SLPS01711,Japanese,Impact Interactive / Eyst,Adventure,ASCII Something Good,11/26/1998,NTSC-J,1998-11-03-18-20-00-00,
Cyber Daisenryaku: Shutsugeki! Haruka-tai,Cyber Daisenryaku - Shutsugeki! Haruka-tai (Japan),SLPS-01864,SLPS-01864-1.mcd,SLPS-01864_1.mcd,SLPS01864,Japanese,Alpha Systems,Tactical RPG,Systemsoft,2/4/1999,NTSC-J,1998-12-09-12-56-48-00,
Cyber Egg: Battle Champion,Cyber Egg - Battle Champion (Japan),SLPS-01048,SLPS-01048-1.mcd,SLPS-01048_1.mcd,SLPS01048,Japanese,Bandai,Action,Bandai,12/18/1997,NTSC-J,1997-11-06-13-11-12-00,
Cyber Org,Cyber Org (Japan),SLPS-01910,SLPS-01910-1.mcd,SLPS-01910_1.mcd,SLPS01910,Japanese,Squaresoft,Action / Adventure,Squaresoft,4/22/1999,NTSC-J,1999-01-28-19-00-00-00,
Cyberbots: Fullmetal Madness,Cyberbots - Fullmetal Madness (Japan),SLPS-01011,SLPS-01011-1.mcd,SLPS-01011_1.mcd,SLPS01011,Japanese,OeRSTED,Fighting,Capcom,12/25/1997,NTSC-J,1997-11-10-00-00-00-00,
Cyberia,Cyberia (Europe),SLES-00233,SLES-00233-1.mcd,SLES-00233_1.mcd,SLES00233,English,Xatrix Entertainment,Action / Adventure / Shooter,Interplay,1/15/1996,PAL,1996-01-29-03-00-00-00,
Cyberia,"Cyberia (Europe) (Fr,De)",SLES-00272,SLES-00272-1.mcd,SLES-00272_1.mcd,SLES00272,French / German,Xatrix Entertainment,Action / Adventure / Shooter,Interplay,5/15/1996,PAL,1996-01-29-03-00-00-00,
Cyberia,Cyberia (Japan),SLPS-00218,SLPS-00218-1.mcd,SLPS-00218_1.mcd,SLPS00218,Japanese,Xatrix Entertainment,Action / Adventure / Shooter,Interplay,2/16/1996,NTSC-J,1995-12-26-20-35-00-00,
Cyberia,Cyberia (USA),SLUS-00053,SLUS-00053-1.mcd,SLUS-00053_1.mcd,SLUS00053,English,Xatrix Entertainment,Action / Adventure / Shooter,Interplay,1/2/1996,NTSC-U,1995-12-07-21-40-00-00,
Cybernetic Empire (Disc 1),Cybernetic Empire (Japan) (Disc 1),SLPS-01912,SLPS-01912-1.mcd,SLPS-01912_1.mcd,SLPS01912,Japanese,Wolfteam,Action / Adventure / Shooter,Telenet,8/5/1999,NTSC-J,1999-05-08-00-00-00-00,
Cybernetic Empire (Disc 2),Cybernetic Empire (Japan) (Disc 2),SLPS-01913,SLPS-01913-1.mcd,SLPS-01913_1.mcd,SLPS01913,Japanese,Wolfteam,Action / Adventure / Shooter,Telenet,8/5/1999,NTSC-J,1999-05-08-00-00-00-00,
The Cybernetic Tuning Master: Exhaust King,"Cybernetic Tuning Master, The - Exhaust King (Japan)",SLPM-80422,SLPM-80422-1.mcd,SLPM-80422_1.mcd,SLPM80422,Japanese,N/A,N/A,N/A,N/A,NTSC-J,1999-03-02-03-00-00-00,
CyberSled,CyberSled (Europe),SCES-00006,SCES-00006-1.mcd,SCES-00006_1.mcd,SCES00006,English,Namco,Action / Shooter,Namco,11/10/1995,PAL,1995-08-25-09-00-00-00,
CyberSled,CyberSled (Japan),SLPS-00023,SLPS-00023-1.mcd,SLPS-00023_1.mcd,SLPS00023,Japanese,Namco,Action / Shooter,Namco,1/27/1995,NTSC-J,1994-12-27-18-35-19-00,
CyberSled,CyberSled (USA),SLUS-00008,SLUS-00008-1.mcd,SLUS-00008_1.mcd,SLUS00008,English,Namco,Action / Shooter,Namco,10/18/1995,NTSC-U,1995-08-24-15-10-00-00,
CyberSpeed,"CyberSpeed (Europe) (En,Fr,De)",SLES-00114,SLES-00114-1.mcd,SLES-00114_1.mcd,SLES00114,English / French / German,"Mindscape, Inc",Racing / Action,"Mindscape, Inc",12/15/1995,PAL,1995-10-16-19-29-11-00,
CyberSpeed,CyberSpeed (Japan),SLPS-00396,SLPS-00396-1.mcd,SLPS-00396_1.mcd,SLPS00396,Japanese,"Mindscape, Inc",Racing / Action,Gaga Communications,8/9/1996,NTSC-J,1996-06-06-16-46-11-00,
CyberSpeed,CyberSpeed (USA),SLUS-00116,SLUS-00116-1.mcd,SLUS-00116_1.mcd,SLUS00116,English,"Mindscape, Inc",Racing / Action,"Mindscape, Inc",9/15/1995,NTSC-U,1995-11-14-13-48-22-00,
CyberSpeed,CyberSpeed (USA) (Rev 1),SLUS-00116,SLUS-00116-1.mcd,SLUS-00116_1.mcd,SLUS00116,English,"Mindscape, Inc",Racing / Action,"Mindscape, Inc",9/15/1995,NTSC-U,1995-11-14-13-48-22-00,
CyberTiger,CyberTiger (Australia),SLES-02371,SLES-02371-1.mcd,SLES-02371_1.mcd,SLES02371,English,EA Redwood Shores,Golf,Electronic Arts,11/2/1999,PAL,1999-10-20-12-18-15-00,
CyberTiger,"CyberTiger (Europe) (En,Fr,De,Es,Sv)",SLES-02370,SLES-02370-1.mcd,SLES-02370_1.mcd,SLES02370,English / French / German / Spanish / Swedish,EA Redwood Shores,Golf,Electronic Arts,11/2/1999,PAL,1999-10-20-14-18-15-00,
CyberTiger,CyberTiger (USA),SLUS-01004,SLUS-01004-1.mcd,SLUS-01004_1.mcd,SLUS01004,English,EA Redwood Shores,Golf,Electronic Arts,11/6/1999,NTSC-U,1999-10-02-17-00-00-00,
Cyberwar (Disc 1),Cyberwar (Japan) (Disc 1),SLPS-00055,SLPS-00055-1.mcd,SLPS-00055_1.mcd,SLPS00055,Japanese,SCi (Sales Curve Interactive),Action / Laser Disc / Interactive Movie,Coconuts Japan,7/21/1995,NTSC-J,1995-06-05-04-01-36-00,
Cyberwar (Disc 2),Cyberwar (Japan) (Disc 2),SLPS-00056,SLPS-00056-1.mcd,SLPS-00056_1.mcd,SLPS00056,Japanese,SCi (Sales Curve Interactive),Action / Laser Disc / Interactive Movie,Coconuts Japan,7/21/1995,NTSC-J,1995-06-03-19-14-22-00,
Cyberwar (Disc 3),Cyberwar (Japan) (Disc 3),SLPS-00057,SLPS-00057-1.mcd,SLPS-00057_1.mcd,SLPS00057,Japanese,SCi (Sales Curve Interactive),Action / Laser Disc / Interactive Movie,Coconuts Japan,7/21/1995,NTSC-J,1995-06-04-02-11-08-00,
D (Disc 1),D (Europe) (Disc 1),SLES-00065,SLES-00065-1.mcd,SLES-00065_1.mcd,SLES00065,English,Warp,Adventure,Acclaim,3/15/1996,PAL,1996-02-12-09-45-00-00,
D (Disc 2),D (Europe) (Disc 2),SLES-10065,SLES-10065-1.mcd,SLES-10065_1.mcd,SLES10065,English,Warp,Adventure,Acclaim,3/15/1996,PAL,1996-02-12-11-00-00-00,
D (Disc 3),D (Europe) (Disc 3),SLES-20065,SLES-20065-1.mcd,SLES-20065_1.mcd,SLES20065,English,Warp,Adventure,Acclaim,3/15/1996,PAL,1996-02-12-18-00-00-00,
D (Disc 1),D (France) (Disc 1),SLES-00161,SLES-00161-1.mcd,SLES-00161_1.mcd,SLES00161,French,Warp,Adventure,Acclaim,6/15/1996,PAL,1996-02-13-10-00-00-00,
D (Disc 2),D (France) (Disc 2),SLES-10161,SLES-10161-1.mcd,SLES-10161_1.mcd,SLES10161,French,Warp,Adventure,Acclaim,6/15/1996,PAL,1996-02-13-11-45-00-00,
D (Disc 3),D (France) (Disc 3),SLES-20161,SLES-20161-1.mcd,SLES-20161_1.mcd,SLES20161,French,Warp,Adventure,Acclaim,6/15/1996,PAL,1996-02-13-13-00-00-00,
D (Disc 1),D (Germany) (Disc 1),SLES-00160,SLES-00160-1.mcd,SLES-00160_1.mcd,SLES00160,German,Warp,Adventure,Acclaim,6/15/1996,PAL,1996-02-16-10-00-00-00,
D (Disc 2),D (Germany) (Disc 2),SLES-10160,SLES-10160-1.mcd,SLES-10160_1.mcd,SLES10160,German,Warp,Adventure,Acclaim,6/15/1996,PAL,1996-02-08-22-00-00-00,
D (Disc 3),D (Germany) (Disc 3),SLES-20160,SLES-20160-1.mcd,SLES-20160_1.mcd,SLES20160,German,Warp,Adventure,Acclaim,6/15/1996,PAL,1996-02-08-23-00-00-00,
D (Disc 1),D (USA) (Disc 1),SLUS-00128,SLUS-00128-1.mcd,SLUS-00128_1.mcd,SLUS00128,English,Warp,Adventure,Acclaim,2/3/1996,NTSC-U,1996-01-29-13-30-00-00,
D (Disc 2),D (USA) (Disc 2),SLUS-00173,SLUS-00173-1.mcd,SLUS-00173_1.mcd,SLUS00173,English,Warp,Adventure,Acclaim,2/3/1996,NTSC-U,1996-01-29-15-00-00-00,
D (Disc 3),D (USA) (Disc 3),SLUS-00174,SLUS-00174-1.mcd,SLUS-00174_1.mcd,SLUS00174,English,Warp,Adventure,Acclaim,2/3/1996,NTSC-U,1996-01-29-18-00-00-00,
D no Shokutaku: Complete Graphics (Disc 1),D no Shokutaku - Complete Graphics (Japan) (Disc 1),SLPS-00133,SLPS-00133-1.mcd,SLPS-00133_1.mcd,SLPS00133,Japanese,Warp,Adventure,Acclaim,12/1/1995,NTSC-J,1995-10-21-01-35-00-00,
D no Shokutaku: Complete Graphics (Disc 2),D no Shokutaku - Complete Graphics (Japan) (Disc 2),SLPS-00134,SLPS-00134-1.mcd,SLPS-00134_1.mcd,SLPS00134,Japanese,Warp,Adventure,Acclaim,12/1/1995,NTSC-J,1995-10-21-02-52-12-00,
D no Shokutaku: Complete Graphics (Disc 3),D no Shokutaku - Complete Graphics (Japan) (Disc 3),SLPS-00135,SLPS-00135-1.mcd,SLPS-00135_1.mcd,SLPS00135,Japanese,Warp,Adventure,Acclaim,12/1/1995,NTSC-J,1995-10-21-05-00-32-00,
D-1 Grand Prix,D-1 Grand Prix (Japan) (Demo),SLPM-80558,SLPM-80558-1.mcd,SLPM-80558_1.mcd,SLPM80558,Japanese,N/A,N/A,N/A,N/A,NTSC-J,0000-04-17-07-18-44-00,
Dai-2-Ji Super Robot Taisen,Dai-2-Ji Super Robot Taisen (Japan),SLPS-02406,SLPS-02406-1.mcd,SLPS-02406_1.mcd,SLPS02406,Japanese,Winky Soft,Tactical RPG,Banpresto,12/2/1999,NTSC-J,1999-10-08-12-00-00-00,
Dai-3-Ji Super Robot Taisen,Dai-3-Ji Super Robot Taisen (Japan),SLPS-02530,SLPS-02530-1.mcd,SLPS-02530_1.mcd,SLPS02530,Japanese,Banpresoft / Mechanic Arms,Tactical RPG,Banpresto,12/22/1999,NTSC-J,1999-10-08-15-30-00-00,
Dai-4-Ji Super Robot Taisen S,Dai-4-Ji Super Robot Taisen S (Japan),SLPS-00196,SLPS-00196-1.mcd,SLPS-00196_1.mcd,SLPS00196,Japanese,Winky Soft,Tactical RPG,Banpresto,1/26/1996,NTSC-J,1996-03-09-11-07-00-00,
Daibouken Deluxe: Haruka naru Umi,Daibouken Deluxe - Haruka naru Umi (Japan),SLPS-00813,SLPS-00813-1.mcd,SLPS-00813_1.mcd,SLPS00813,Japanese,Soft Office,RPG,Soft Office,4/18/1997,NTSC-J,1997-01-23-11-24-14-00,
Daikoukai Jidai Gaiden,Daikoukai Jidai Gaiden (Japan),SLPS-01021,SLPS-01021-1.mcd,SLPS-01021_1.mcd,SLPS01021,Japanese,KOEI,Strategy,KOEI,10/2/1997,NTSC-J,1997-10-27-00-00-00-00,
Daikoukai Jidai II,Daikoukai Jidai II (Japan),SLPS-00656,SLPS-00656-1.mcd,SLPS-00656_1.mcd,SLPS00656,Japanese,KOEI,Strategy,KOEI,12/27/1996,NTSC-J,1996-11-01-00-00-00-00,
Daikoukai Jidai IV: Porto Estado,Daikoukai Jidai IV - Porto Estado (Japan),SLPM-86382,SLPM-86382-1.mcd,SLPM-86382_1.mcd,SLPM86382,Japanese,KOEI,RPG,KOEI,12/2/1999,NTSC-J,1999-10-08-00-00-00-00,
Daikoukai Jidai IV: Porto Estado,Daikoukai Jidai IV - Porto Estado (Japan) (Koei the Best),SLPM-86996,SLPM-86996-1.mcd,SLPM-86996_1.mcd,SLPM86996,Japanese,KOEI,RPG,KOEI,12/6/2001,NTSC-J,2001-10-01-00-00-00-00,
Daikoukai Jidai IV: Porto Estado,Daikoukai Jidai IV - Porto Estado (Japan) (Shokai Genteiban),SLPM-86431,SLPM-86431-1.mcd,SLPM-86431_1.mcd,SLPM86431,Japanese,KOEI,RPG,KOEI,12/2/1999,NTSC-J,1999-10-08-00-00-00-00,
Daiobake Yashiki: Hamamura Jun no Jitsuwa Kaidan,Daiobake Yashiki - Hamamura Jun no Jitsuwa Kaidan (Japan) (Demo),SLPM-80259,SLPM-80259-1.mcd,SLPM-80259_1.mcd,SLPM80259,Japanese,N/A,N/A,N/A,N/A,NTSC-J,1998-04-28-16-52-56-00,
Daisenryaku: Master Combat,Daisenryaku - Master Combat (Japan),SLPS-01699,SLPS-01699-1.mcd,SLPS-01699_1.mcd,SLPS01699,Japanese,Dual,Strategy,Oz Club,12/3/1998,NTSC-J,1998-10-19-14-20-00-00,
Daisenryaku: Player's Spirit,Daisenryaku - Player's Spirit (Japan),SLPS-00299,SLPS-00299-1.mcd,SLPS-00299_1.mcd,SLPS00299,Japanese,Dual,Strategy,Oz Club,3/29/1996,NTSC-J,1999-10-18-16-12-36-00,
Dakar '97,Dakar '97 (Japan),SLPS-00634,SLPS-00634-1.mcd,SLPS-00634_1.mcd,SLPS00634,Japanese,Elcom,Driving / Racing,Virgin Interactive,4/25/1997,NTSC-J,1997-02-20-00-00-00-00,
Dalmatians 2,"Dalmatians 2 (Europe) (En,Fr,De)",SLES-04061,SLES-04061-1.mcd,SLES-04061_1.mcd,SLES04061,English / French / German,The Code Monkeys,Puzzle / Colouring Book,Midas Interactive,3/1/2003,PAL,1903-02-12-14-10-13-00,
"Dalmatians, The","Dalmatians, The (Europe) (En,Fr,De,Nl)",SLES-02959,SLES-02959-1.mcd,SLES-02959_1.mcd,SLES02959,Dutch / English / French / German,The Code Monkeys,Puzzle,Midas Interactive,5/29/2000,PAL,0000-07-26-09-58-00-00,
DamDam Stompland,DamDam Stompland (Japan),SLPS-01135,SLPS-01135-1.mcd,SLPS-01135_1.mcd,SLPS01135,Japanese,Sony,Action,Sony,4/12/1997,NTSC-J,1997-10-24-00-00-00-00,
DamDam Stompland,DamDam Stompland (Japan) (Demo),SLPM-80170,SLPM-80170-1.mcd,SLPM-80170_1.mcd,SLPM80170,Japanese,N/A,N/A,N/A,N/A,NTSC-J,1997-09-24-19-20-00-00,
Dance Dance Revolution: Best Hits,Dance Dance Revolution - Best Hits (Japan),SLPM-86693,SLPM-86693-1.mcd,SLPM-86693_1.mcd,SLPM86693,Japanese,KCET,Dancing,Konami,12/21/2000,NTSC-J,0000-10-19-10-30-00-00,
Dance Dance Revolution: Disney Mix,Dance Dance Revolution - Disney Mix (USA),SLUS-01281,SLUS-01281-1.mcd,SLUS-01281_1.mcd,SLUS01281,English,KCET,Dancing,Konami,9/18/2001,NTSC-U,1901-06-28-12-00-00-00,
Dance Dance Revolution: Disney's Rave,Dance Dance Revolution - Disney's Rave (Japan),SLPM-86667,SLPM-86667-1.mcd,SLPM-86667_1.mcd,SLPM86667,Japanese,KCET,Dancing,Konami,11/30/2000,NTSC-J,0000-10-22-16-00-00-00,
Dance Dance Revolution: Extra Mix,Dance Dance Revolution - Extra Mix (Japan),SLPM-86831,SLPM-86831-1.mcd,SLPM-86831_1.mcd,SLPM86831,Japanese,KCET,Dancing,Konami,7/6/2001,NTSC-J,1901-04-17-11-30-00-00,
Dance Dance Revolution,Dance Dance Revolution (Japan),SLPM-86222,SLPM-86222-1.mcd,SLPM-86222_1.mcd,SLPM86222,Japanese,KCET,Dancing,Konami,4/10/1999,NTSC-J,1999-02-22-15-00-00-00,
Dance Dance Revolution,Dance Dance Revolution (USA),SLUS-01280,SLUS-01280-1.mcd,SLUS-01280_1.mcd,SLUS01280,English,KCET,Dancing,Konami,3/22/2001,NTSC-U,0000-12-25-11-30-00-00,
Dance Dance Revolution 2nd Remix: Append Club Version Vol. 1,"Dance Dance Revolution 2nd Remix - Append Club Version Vol. 1 (Japan, Asia)",SLPM-86370,SLPM-86370-1.mcd,SLPM-86370_1.mcd,SLPM86370,Japanese,KCET,Dancing,Konami,11/25/1999,NTSC-J,1999-10-08-12-00-00-00,
Dance Dance Revolution 2nd Remix: Append Club Version Vol. 2,Dance Dance Revolution 2nd Remix - Append Club Version Vol. 2 (Japan),SLPM-86399,SLPM-86399-1.mcd,SLPM-86399_1.mcd,SLPM86399,Japanese,KCET,Dancing,Konami,12/22/1999,NTSC-J,1999-10-26-11-00-00-00,
Dance Dance Revolution 2nd Remix,Dance Dance Revolution 2nd Remix (Japan),SLPM-86252,SLPM-86252-1.mcd,SLPM-86252_1.mcd,SLPM86252,Japanese,KCET,Dancing,Konami,8/26/1999,NTSC-J,1999-07-16-23-00-00-00,
Dance Dance Revolution 3rd Mix,Dance Dance Revolution 3rd Mix (Japan),SLPM-86503,SLPM-86503-1.mcd,SLPM-86503_1.mcd,SLPM86503,Japanese,KCET,Dancing,Konami,6/1/2000,NTSC-J,0000-04-12-23-00-00-00,
Dance Dance Revolution 4th Mix,Dance Dance Revolution 4th Mix (Japan),SLPM-86752,SLPM-86752-1.mcd,SLPM-86752_1.mcd,SLPM86752,Japanese,KCET,Dancing,Konami,3/15/2001,NTSC-J,1901-01-23-14-00-00-00,
Dance Dance Revolution 5th Mix,Dance Dance Revolution 5th Mix (Japan),SLPM-86897,SLPM-86897-1.mcd,SLPM-86897_1.mcd,SLPM86897,Japanese,KCET,Dancing,Konami,9/20/2001,NTSC-J,1901-07-17-11-00-00-00,
Dance Dance Revolution Konamix,Dance Dance Revolution Konamix (USA),SLUS-01446,SLUS-01446-1.mcd,SLUS-01446_1.mcd,SLUS01446,English,KCET,Dancing,Konami,4/23/2002,NTSC-U,1902-02-21-14-30-00-00,
Dance Europe,"Dance Europe (Europe) (Fr,De,Es,It,Nl,Pt)",SLES-04129,SLES-04129-1.mcd,SLES-04129_1.mcd,SLES04129,Dutch / French / German / Italian / Portuguese / Spanish,Broadsword Interactive,Dancing,Big Ben Interactive,11/13/2003,PAL,2003-10-10-17-41-01-00,
Dance! Dance! Dance!,Dance! Dance! Dance! (Japan),SLPM-86150,SLPM-86150-1.mcd,SLPM-86150_1.mcd,SLPM86150,Japanese,Konami,Dancing,Konami,12/3/1998,NTSC-J,1998-10-04-20-38-02-00,
Dance! Dance! Dance!,Dance! Dance! Dance! (Japan) (Demo),SLPM-80348,SLPM-80348-1.mcd,SLPM-80348_1.mcd,SLPM80348,Japanese,N/A,N/A,N/A,N/A,NTSC-J,1998-10-06-00-00-00-00,
Dance-UK,Dance-UK (UK),SLES-04121,SLES-04121-1.mcd,SLES-04121_1.mcd,SLES04121,English,Broadsword Interactive,Dancing,Big Ben Interactive,11/13/2003,PAL,2003-09-18-18-06-23-00,
Dance-UK eXtra Trax,Dance-UK eXtra Trax (UK),SLES-04161,SLES-04161-1.mcd,SLES-04161_1.mcd,SLES04161,English,Broadsword Interactive,Dancing,Big Ben Interactive,4/30/2004,PAL,2004-03-31-12-00-00-00,
Dancing Blade Katte ni Momotenshi II: Tears of Eden (Disc 1),Dancing Blade Katte ni Momotenshi II - Tears of Eden (Japan) (Disc 1),SLPM-86210,SLPM-86210-1.mcd,SLPM-86210_1.mcd,SLPM86210,Japanese,KCET,Laser Disc / Interactive Movie,Konami,3/18/1999,NTSC-J,1999-02-10-01-03-35-00,
Dancing Blade Katte ni Momotenshi II: Tears of Eden (Disc 2),Dancing Blade Katte ni Momotenshi II - Tears of Eden (Japan) (Disc 2),SLPM-86211,SLPM-86211-1.mcd,SLPM-86211_1.mcd,SLPM86211,Japanese,KCET,Laser Disc / Interactive Movie,Konami,3/18/1999,NTSC-J,1999-02-10-01-03-35-00,
Dancing Blade Katte ni Momotenshi II: Tears of Eden (Disc 3),Dancing Blade Katte ni Momotenshi II - Tears of Eden (Japan) (Disc 3),SLPM-86212,SLPM-86212-1.mcd,SLPM-86212_1.mcd,SLPM86212,Japanese,KCET,Laser Disc / Interactive Movie,Konami,3/18/1999,NTSC-J,1999-02-10-01-03-35-00,
Dancing Stage: Disney Mix,Dancing Stage - Disney Mix (Europe),SLES-03384,SLES-03384-1.mcd,SLES-03384_1.mcd,SLES03384,English,KCET,Dancing,Konami,11/15/2001,PAL,1901-07-02-11-00-00-00,
Dancing Stage: Euromix,Dancing Stage - Euromix (Europe),SLES-02941,SLES-02941-1.mcd,SLES-02941_1.mcd,SLES02941,English,KCET,Dancing,Konami,2/16/2001,PAL,0000-10-06-17-00-00-00,
Dancing Stage: Euromix,Dancing Stage - Euromix (Europe) (Beta) (2000-09-05),SLES-02941,SLES-02941-1.mcd,SLES-02941_1.mcd,SLES02941,English,KCET,Dancing,Konami,2/16/2001,PAL,0000-10-06-17-00-00-00,
Dancing Stage: Party Edition,Dancing Stage - Party Edition (Europe),SLES-03882,SLES-03882-1.mcd,SLES-03882_1.mcd,SLES03882,English,KCET,Dancing,Konami,11/15/2002,PAL,1902-11-21-19-00-00-00,
Dancing Stage featuring Dreams Come True,Dancing Stage featuring Dreams Come True (Japan),SLPM-86505,SLPM-86505-1.mcd,SLPM-86505_1.mcd,SLPM86505,Japanese,KCET,Dancing,Konami,4/20/2000,NTSC-J,0000-03-16-19-40-00-00,
Dancing Stage featuring True Kiss Destination,Dancing Stage featuring True Kiss Destination (Japan),SLPM-86411,SLPM-86411-1.mcd,SLPM-86411_1.mcd,SLPM86411,Japanese,KCET Bemani,Dancing,Konami,12/9/1999,NTSC-J,1999-10-20-20-00-00-00,
Dancing Stage Fever,Dancing Stage Fever (Europe),SLES-04097,SLES-04097-1.mcd,SLES-04097_1.mcd,SLES04097,English,KCET,Dancing,Konami,10/24/2003,PAL,1903-07-29-13-00-00-00,
Dancing Stage Fusion,"Dancing Stage Fusion (Europe) (En,Fr,De,Es,It)",SLES-04163,SLES-04163-1.mcd,SLES-04163_1.mcd,SLES04163,English / French / German / Italian / Spanish,KCET,Dancing,Konami,11/5/2004,PAL,1904-08-27-13-00-00-00,
Dangan,Dangan (Japan),SLPS-02609,SLPS-02609-1.mcd,SLPS-02609_1.mcd,SLPS02609,Japanese,Mediamuse,Action / Shooter,KSS,2/24/2000,NTSC-J,1999-12-22-00-00-00-00,
Danger Girl,Danger Girl (Europe),SLES-03198,SLES-03198-1.mcd,SLES-03198_1.mcd,SLES03198,English,N-Space,Action / Adventure / Shooter,THQ,12/15/2000,PAL,0000-09-15-21-04-01-00,
Danger Girl,Danger Girl (USA),SLUS-00881,SLUS-00881-1.mcd,SLUS-00881_1.mcd,SLUS00881,English,N-Space,Action / Adventure / Shooter,THQ,9/14/2000,NTSC-U,0000-08-10-21-04-01-00,
Dare Devil Derby 3D,Dare Devil Derby 3D (Japan),SLPS-01025,SLPS-01025-1.mcd,SLPS-01025_1.mcd,SLPS01025,English,Supersonic Software,Driving / Racing,Harvest One,11/27/1997,NTSC-J,1997-08-20-00-00-00-00,
Dare Devil Derby 3D,Dare Devil Derby 3D (USA),SLUS-00300,SLUS-00300-1.mcd,SLUS-00300_1.mcd,SLUS00300,English,Supersonic Software,Driving / Racing,Mindscape,6/30/1996,NTSC-U,1996-10-04-11-00-00-00,
Darius Gaiden,Darius Gaiden (Japan),SLPS-00574,SLPS-00574-1.mcd,SLPS-00574_1.mcd,SLPS00574,Japanese,Nexus Interact,Shooter,Interbec (Bec),12/20/1996,NTSC-J,1996-04-22-17-25-09-00,
Dark Hunter Ge: Youma no Mori,Dark Hunter Ge - Youma no Mori (Japan),SLPS-00789,SLPS-00789-1.mcd,SLPS-00789_1.mcd,SLPS00789,Japanese,KOEI,Adventure / Interactive comic,KOEI,7/30/1997,NTSC-J,1997-04-30-00-00-00-00,
Dark Hunter Jou: Ijigen Gakuen,"Dark Hunter Jou - Ijigen Gakuen (Japan) (En,Ja)",SLPS-00773,SLPS-00773-1.mcd,SLPS-00773_1.mcd,SLPS00773,English / Japanese,KOEI,Action / Adventure / Interactive Comic,KOEI,4/11/1997,NTSC-J,1997-03-05-00-00-00-00,
Dark Messiah,Dark Messiah (Japan),SLPS-01422,SLPS-01422-1.mcd,SLPS-01422_1.mcd,SLPS01422,Japanese,Atlus,Adventure / Survival Horror,Atlus,6/11/1998,NTSC-J,1998-04-19-19-00-00-00,
Dark Seed II,Dark Seed II (Japan),SLPS-00938,SLPS-00938-1.mcd,SLPS-00938_1.mcd,SLPS00938,Japanese,Aim at Entertainment,Adventure,B-Factory,9/18/1997,NTSC-J,1997-08-03-17-00-00-00,
Dark Tales: From the Lost Soul,Dark Tales - From the Lost Soul (Japan),SLPS-02316,SLPS-02316-1.mcd,SLPS-02316_1.mcd,SLPS02316,Japanese,Vertex Zero,Action / Adventure,Sammy Entertaiment,10/28/1999,NTSC-J,1999-07-22-23-59-59-00,
Darklight Conflict,"Darklight Conflict (Europe) (En,Fr,De,Es,It,Sv)",SLES-00663,SLES-00663-1.mcd,SLES-00663_1.mcd,SLES00663,English / French / German / Italian / Spanish / Swedish,Rage Software,Action / Shooter,Electronic Arts,6/15/1997,PAL,1997-05-07-11-43-12-00,
Darklight Conflict,"Darklight Conflict (USA) (En,Fr,De,Es,It,Sv)",SLUS-00457,SLUS-00457-1.mcd,SLUS-00457_1.mcd,SLUS00457,English / French / German / Italian / Spanish / Swedish,Rage Software,Action / Shooter,Electronic Arts,6/15/1997,NTSC-U,1997-05-18-13-01-46-00,
Darkseed,Darkseed (Japan),SLPS-00108,SLPS-00108-1.mcd,SLPS-00108_1.mcd,SLPS00108,Japanese,Cyberdreams,Adventure,GaGa Communications,10/27/1995,NTSC-J,1995-09-07-22-00-00-00,
Darkstalkers: The Night Warriors,Darkstalkers - The Night Warriors (Europe),SLES-00251,SLES-00251-1.mcd,SLES-00251_1.mcd,SLES00251,English,Capcom,Fighting,Virgin Interactive,11/10/1996,PAL,1996-07-02-12-00-00-00,
